com.samsung.shealth.sleep,6123001,3
original_efficiency,mental_recovery,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,has_sleep_data,physical_recovery,original_wake_up_time,movement_awakening,original_bed_time,quality,extra_data,sleep_cycle,efficiency,sleep_score,sleep_duration,com.samsung.health.sleep.start_time,com.samsung.health.sleep.custom,com.samsung.health.sleep.update_time,com.samsung.health.sleep.create_time,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.deviceuuid,com.samsung.health.sleep.comment,com.samsung.health.sleep.pkg_name,com.samsung.health.sleep.end_time,com.samsung.health.sleep.datauuid
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-02-27 23:00:00.000,,2019-02-28 05:30:42.245,2019-02-28 05:30:42.245,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-02-28 05:10:00.000,73f02903-83d7-4ea1-bf1f-d64e15130353,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-03-02 23:50:00.000,,2019-03-03 11:52:34.166,2019-03-03 11:52:34.166,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-03 06:20:00.000,c79d8b3d-65ed-4e39-9a43-9166209a64ed,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-01-30 22:30:00.000,,2019-01-31 07:08:32.590,2019-01-31 07:08:32.590,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-01-31 03:50:00.000,8be4ca49-a740-41f7-95ed-9c32a9f5cbd2,
,,,,,,,,,,,,,,,,,50004,,,0.0,,,2019-03-05 01:50:00.000,,2019-03-05 08:31:20.640,2019-03-05 08:31:20.640,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-05 04:00:00.000,ab52c4b9-a5fb-40d7-a238-83c1ee8ebadf,
,,,,,,,,,,,,,,,,,50001,,,0.0,,,2019-03-04 13:50:00.000,,2019-03-05 00:20:40.653,2019-03-05 00:20:40.653,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-04 19:10:00.000,2461ca84-2b44-442d-8b17-086f79d5bb40,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-02-06 00:20:00.000,,2019-02-06 07:05:48.320,2019-02-06 07:05:48.320,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-02-06 06:50:00.000,e13ac59f-1367-41cf-95c4-40fa56d2f753,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-03-11 02:30:00.000,,2019-03-11 06:13:55.346,2019-03-11 06:13:55.346,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-11 05:00:00.000,56ed8dd2-1630-4859-941a-8b78bda9d777,
,,,,,,,,,,,,,,,,,50002,,,0.0,,,2019-02-16 22:20:00.000,,2019-02-17 13:07:00.112,2019-02-17 13:07:00.112,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-02-17 04:10:00.000,4e6b37c7-f72a-4bf4-a4b3-89338d57c392,
,,,,,,,,,,,,,,,,,50002,,,0.0,,,2019-03-09 22:20:00.000,,2019-03-10 08:45:27.966,2019-03-10 08:45:27.966,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-10 03:30:00.000,dd8cd8a7-eba5-4b82-accb-3ad8d4c771f0,
,,,,,,,,,,,,,,,,,50002,,,0.0,,,2019-03-16 22:50:00.000,,2019-03-17 12:42:16.386,2019-03-17 12:42:16.386,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-17 04:00:00.000,360ded21-b2a3-4aba-b7d3-d06ba7555cd0,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-03-22 00:50:00.000,,2019-03-22 09:14:38.119,2019-03-22 09:14:38.119,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-22 09:14:35.728,f9e10314-bde4-4baf-87e5-c1f628f3c8fa,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-02-13 00:20:00.000,,2019-02-20 11:09:37.558,2019-02-20 11:09:37.558,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-02-13 07:40:00.000,c0e3f1a9-31cf-4d5c-ae91-be39f5bd4fc7,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-03-27 23:00:00.000,,2019-03-28 07:02:48.817,2019-03-28 07:02:48.817,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-28 03:50:00.000,d9c241a2-e576-4e6d-84c0-15f6e20871b3,
,,,,,,,,,,,,,,,,,50005,,,0.0,,,2019-04-02 00:40:00.000,,2019-04-02 09:17:56.431,2019-04-02 09:17:56.431,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-02 08:10:00.000,66f4ce8b-8c49-4154-b614-18a0a0532cfd,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-02-20 21:30:00.000,,2019-02-23 13:39:19.723,2019-02-23 13:39:19.723,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-02-21 04:10:00.000,a5e934a2-a884-4783-93f1-e037416d9a10,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-03-02 03:00:00.000,,2019-03-03 11:52:45.589,2019-03-03 11:52:45.589,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-02 09:10:00.000,ec4052f5-9aaf-4f9e-a656-1c2fc9507447,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-03-05 22:50:00.000,,2019-03-06 15:39:48.191,2019-03-06 15:39:48.191,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-06 07:10:00.000,d6c60222-5593-43a4-9a0a-92a14f6d4879,
,,,,,,,,,,,,,,,,,50002,,,0.0,,,2019-03-10 13:00:00.000,,2019-03-11 06:14:40.637,2019-03-11 06:14:40.637,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-10 18:20:00.000,eb300700-13ba-4a77-aa7b-604da2b208fc,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-04-07 21:00:00.000,,2019-04-08 08:14:38.405,2019-04-08 08:14:38.405,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-08 03:00:00.000,8f87ad84-61e8-4b7c-88d8-2f2c13ecaed4,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-03-16 00:20:00.000,,2019-03-16 12:25:43.375,2019-03-16 12:25:43.375,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-16 08:10:00.000,9b004411-a83b-4bb7-ab9c-38c4641fcd66,
,,,,,,,,,,,,,,,,,50002,,,0.0,,,2019-03-20 22:20:00.000,,2019-03-21 07:00:56.257,2019-03-21 07:00:56.257,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-21 04:10:00.000,0ebb2c20-0061-452b-b839-5bef11c194ba,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-03-17 22:20:00.000,,2019-03-18 09:28:25.648,2019-03-18 09:28:25.648,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-18 05:00:00.000,eaf22df7-d710-44dd-9817-f07608ba0893,
,,,,,,,,,,,,,,,,,50004,,,0.0,,,2019-03-27 00:10:00.000,,2019-03-27 12:14:07.425,2019-03-27 12:14:07.425,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-27 07:10:00.000,ec0f61ca-b50f-46ee-b2b4-bf0975ca8357,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-04-13 01:50:00.000,,2019-04-13 13:22:19.523,2019-04-13 13:22:19.523,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-13 08:20:00.000,09ceed27-0c81-4f61-b607-d4b5cc7a60bb,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-03-23 01:20:00.000,,2019-03-23 13:30:22.233,2019-03-23 13:30:22.233,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-23 09:10:00.000,e598493d-aab4-4ca5-9a72-947f328e34c1,
,,,,,,,,,,,,,,,,,50005,,,0.0,,,2019-02-01 01:00:00.000,,2019-02-01 09:06:09.516,2019-02-01 09:06:09.516,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-02-01 08:50:00.000,cb9e19c1-6f28-459d-839e-c3e38c276984,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-02-06 20:50:00.000,,2019-02-07 04:04:19.888,2019-02-07 04:04:19.888,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-02-07 04:04:06.817,fdbbe93a-f515-4b52-a703-8a0c2c78c2bc,
,,,,,,,,,,,,,,,,,50004,,,0.0,,,2019-03-29 00:10:00.000,,2019-03-29 09:08:29.713,2019-03-29 09:08:29.713,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-29 07:10:00.000,9d101339-8503-4665-97eb-32a8baafa755,
,,,,,,,,,,,,,,,,,50004,,,0.0,,,2019-04-17 02:20:00.000,,2019-04-17 11:02:56.730,2019-04-17 11:02:56.730,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-17 08:40:00.000,f4cc2a7e-4451-4609-af33-67ce391e937b,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-02-17 21:20:00.000,,2019-02-18 04:22:43.161,2019-02-18 04:22:43.161,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-02-18 04:20:00.000,d0268dce-5fae-4e0e-b556-b5572a611fd6,
,,,,,,,,,,,,,,,,,50001,,,0.0,,,2019-03-31 14:00:00.000,,2019-04-01 07:41:41.498,2019-04-01 07:41:41.498,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-31 19:00:00.000,8752afce-81ae-4d43-8c33-4d5ad2c750c6,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-04-03 04:00:00.000,,2019-04-03 13:50:38.756,2019-04-03 13:50:38.756,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-03 10:30:00.000,d060f299-f67f-45d1-abf1-cf14604f80a2,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-04-26 02:20:00.000,,2019-04-26 10:59:05.098,2019-04-26 10:59:05.098,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-26 08:50:00.000,89e86369-fd5d-4ee2-a5e0-ababbe718a63,
,,,,,,,,,,,,,,,,,50002,,,0.0,,,2019-05-01 01:30:00.000,,2019-05-01 09:41:17.385,2019-05-01 09:41:17.385,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-01 05:40:00.000,49a53527-2101-4b11-bac4-88a1d41b93f1,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-02-12 00:10:00.000,,2019-02-20 11:09:43.764,2019-02-20 11:09:43.764,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-02-12 04:10:00.000,dbec5298-e1a1-49a2-88b6-464aa28f1856,
,,,,,,,,,,,,,,,,,50004,,,0.0,,,2019-04-06 19:40:00.000,,2019-04-07 07:01:57.007,2019-04-07 07:01:57.007,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-07 02:40:00.000,4eb94cc4-0ae8-4b01-b4bc-e8477b372d27,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-05-06 03:00:00.000,,2019-05-06 14:25:45.278,2019-05-06 14:25:45.278,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-06 09:50:00.000,6fae4d9c-8ffa-45de-b3dc-b1c18c8e7c6c,
,,,,,,,,,,,,,,,,,50004,,,0.0,,,2019-04-12 00:00:00.000,,2019-04-12 12:10:05.527,2019-04-12 12:10:05.527,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-12 07:40:00.000,37a3f3ce-d683-42f8-aad1-9be4bf24f5b7,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-02-23 21:30:00.000,,2019-02-24 06:05:50.293,2019-02-24 06:05:50.293,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-02-24 04:20:00.000,8308c5db-176b-4cdb-a02b-05c512d8048b,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-05-08 07:00:00.000,,2019-05-13 02:20:40.849,2019-05-13 02:20:40.849,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-08 14:20:00.000,6197d1e5-0a46-4674-bf4c-2ea121369c4f,
,,,,,,,,,,,,,,,,,50005,,,0.0,,,2019-04-08 16:30:00.000,,2019-04-09 01:34:46.891,2019-04-09 01:34:46.891,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-09 01:30:00.000,30b0489a-4fed-4f2e-9dbc-2fcbe756f73c,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-04-14 00:00:00.000,,2019-04-15 04:12:40.724,2019-04-15 04:12:40.724,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-14 04:40:00.000,11264324-3e53-4f96-bad8-94186d16a397,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-04-15 04:20:00.000,,2019-04-16 23:12:24.573,2019-04-16 23:12:24.573,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-15 09:10:00.000,f21f1a68-1771-42ab-9385-2e7be2fa17a6,
,,,,,,,,,,,,,,,,,50005,,,0.0,,,2019-05-17 04:10:00.000,,2019-05-17 15:37:41.558,2019-05-17 15:37:41.558,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-17 15:37:05.156,ca4dbec1-2f1e-4346-9390-005640972ba6,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-02-28 22:50:00.000,,2019-03-03 11:52:54.361,2019-03-03 11:52:54.361,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-01 07:00:00.000,5321a931-6c5d-4d48-a728-d73ad8201064,
,,,,,,,,,,,,,,,,,50004,,,0.0,,,2019-04-20 02:00:00.000,,2019-04-20 15:03:16.038,2019-04-20 15:03:16.038,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-20 09:20:00.000,67fe48b1-ddf3-40fd-90e7-465be8d5946d,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-05-25 07:50:00.000,,2019-05-25 13:54:55.924,2019-05-25 13:54:55.924,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-25 13:54:27.966,5cda744d-c4bc-496e-90ad-d2b437eaf282,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-04-24 01:50:00.000,,2019-04-24 10:06:42.940,2019-04-24 10:06:42.940,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-24 09:10:00.000,a4f89d65-fac5-4a4d-83f2-69e3f293faa3,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-03-07 00:00:00.000,,2019-03-07 05:18:52.562,2019-03-07 05:18:52.562,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-07 04:10:00.000,08b822ca-c8b9-42c2-90e1-677f6aa4b962,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-04-27 01:10:00.000,,2019-04-28 23:40:06.328,2019-04-28 23:40:06.328,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-27 08:00:00.000,0ed58b51-ad92-4032-bb1a-cf6373312f55,
,,,,,,,,,,,,,,,,,50005,,,0.0,,,2019-05-01 22:30:00.000,,2019-05-02 08:46:46.657,2019-05-02 08:46:46.657,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-02 08:46:39.930,22a28371-eebe-49b4-8d7a-2ae5283f28c7,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-04-22 01:50:00.000,,2019-04-29 10:20:31.721,2019-04-29 10:20:31.721,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-22 08:00:00.000,c298562e-4bd6-4676-a41b-6603d2f7a1b9,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-03-12 22:50:00.000,,2019-03-13 21:07:36.652,2019-03-13 21:07:36.652,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-13 05:50:00.000,9aae4daf-37de-494c-a00c-7519baeda565,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-05-30 06:30:00.000,,2019-06-01 06:14:44.970,2019-06-01 06:14:44.970,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-30 12:30:00.000,dffadf43-53b5-4cc1-af66-40c928398dfd,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-05-05 04:30:00.000,,2019-05-05 10:46:35.410,2019-05-05 10:46:35.410,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-05 09:50:00.000,cd8f8a98-6801-4704-baa9-adb5bf4ffef2,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-03-18 21:40:00.000,,2019-03-19 05:41:19.523,2019-03-19 05:41:19.523,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-19 04:00:00.000,45b88e87-9db1-4a43-b8f6-febfcdf793c0,
,,,,,,,,,,,,,,,,,50002,,,0.0,,,2019-05-07 06:00:00.000,,2019-05-07 17:19:53.115,2019-05-07 17:19:53.115,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-07 14:20:00.000,d8740ec1-c2b7-49aa-a957-69e78f7cd03f,
,,,,,,,,,,,,,,,,,50004,,,0.0,,,2019-03-23 22:30:00.000,,2019-03-24 04:07:09.727,2019-03-24 04:07:09.727,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-24 04:07:04.700,cea29063-1f2e-4bb9-9966-df5cf8daff09,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-05-09 00:20:00.000,,2019-05-13 02:20:38.357,2019-05-13 02:20:38.357,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-09 07:50:00.000,0af113fb-75c0-4ae0-bf71-0f89a32900ff,
,,,,,,,,,,,,,,,,,50002,,,0.0,,,2019-06-05 15:50:00.000,,2019-06-05 19:52:35.354,2019-06-05 19:52:35.354,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-06-05 17:50:00.000,9d5f71c4-3110-4655-bd6b-f5c9e5f05f00,
,,,,,,,,,,,,,,,,,50005,,,0.0,,,2019-05-13 04:10:00.000,,2019-05-13 12:57:07.600,2019-05-13 12:57:07.600,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-13 12:56:57.376,b55c1c2a-3cfd-4137-b2dc-8f5c209cdf08,
,,,,,,,,,,,,,,,,,50005,,,0.0,,,2019-03-30 03:30:00.000,,2019-03-30 13:36:04.781,2019-03-30 13:36:04.781,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-03-30 12:40:00.000,b85bac73-e301-4f32-923f-b627bd433baa,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-05-16 06:10:00.000,,2019-05-16 18:03:47.730,2019-05-16 18:03:47.730,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-16 09:30:00.000,2c63210f-b411-484e-b2f3-52842d4b986f,
,,,,,,,,,,,,,,,,,50001,,,0.0,,,2019-04-04 00:20:00.000,,2019-04-04 07:40:47.756,2019-04-04 07:40:47.756,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-04 05:10:00.000,607d94f3-68b3-4b41-a3ce-6b11e2d09638,
,,,,,,,,,,,,,,,,,50002,,,0.0,,,2019-05-19 22:50:00.000,,2019-05-20 07:14:12.521,2019-05-20 07:14:12.521,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-20 03:30:00.000,175cbaca-5eee-484b-a594-2c9b5e0a3e61,
,,,,,,,,,,,,,,,,,50005,,,0.0,,,2019-05-24 06:30:00.000,,2019-05-24 16:58:03.285,2019-05-24 16:58:03.285,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-24 16:00:00.000,e1052353-c95f-41c7-9c9b-29669a4a179c,
,,,,,,,,,,,,,,,,,50002,,,0.0,,,2019-06-09 01:00:00.000,,2019-06-09 07:48:39.336,2019-06-09 07:48:39.336,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-06-09 06:10:00.000,a4a486d2-3545-4e41-b06b-5c92a07e4649,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-04-09 14:20:00.000,,2019-04-09 17:52:59.408,2019-04-09 17:52:59.408,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-09 17:52:30.141,8341f975-f607-4e4b-b245-4b97fc41236a,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-04-14 13:30:00.000,,2019-04-15 04:13:25.724,2019-04-15 04:13:25.724,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-14 20:50:00.000,30f72446-fd05-41d8-9400-901c7b146990,
,,,,,,,,,,,,,,,,,0,,,0.0,,,2019-05-19 05:50:00.000,,2019-05-30 05:44:35.228,2019-05-30 05:44:35.228,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-19 12:00:00.000,ba400160-f3c9-4ce1-a026-2edefcef6414,
,,,,,,,,,,,,,,,,,50004,,,0.0,,,2019-06-17 14:50:00.000,,2019-06-18 07:06:02.534,2019-06-18 07:06:02.534,UTC+0900,lv82WtQZxZ,,com.sec.android.app.shealth,2019-06-17 22:30:00.000,4ec42800-438f-4a3a-8e21-753dd5f37f4f,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-05-26 07:40:00.000,,2019-05-26 16:58:23.395,2019-05-26 16:58:23.395,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-05-26 13:50:00.000,9cdda542-688e-471d-a1f0-3134e21edb5e,
,,,,,,,,,,,,,,,,,50004,,,0.0,,,2019-06-05 00:50:00.000,,2019-06-05 19:50:17.898,2019-06-05 19:50:17.898,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-06-05 08:10:00.000,f33981c6-2499-4423-9e3f-eb508b891fed,
,,,,,,,,,,,,,,,,,50002,,,0.0,,,2019-06-01 08:40:00.000,,2019-06-02 02:59:13.848,2019-06-02 02:59:13.848,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-06-01 14:50:00.000,91bb3190-303d-4cdc-b36e-52a169029ced,
,,,,,,,,,,,,,,,,,50004,,,0.0,,,2019-04-19 00:50:00.000,,2019-04-20 15:03:44.318,2019-04-20 15:03:44.318,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-04-19 08:20:00.000,b4bb0283-6773-42bf-be72-fd069e27f02d,
,,,,,,,,,,,,,,,,,50005,,,0.0,,,2019-06-28 18:10:00.000,,2019-06-29 01:43:04.063,2019-06-29 01:43:04.063,UTC+0900,lv82WtQZxZ,,com.sec.android.app.shealth,2019-06-29 00:10:00.000,4adb6a8b-37b6-4032-838d-517c88df3288,
,,,,,,,,,,,,,,,,,50001,,,0.0,,,2019-06-04 13:20:00.000,,2019-06-05 19:53:50.385,2019-06-05 19:53:50.385,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-06-04 17:20:00.000,56299a05-7ae2-4adf-ada3-0086dd870aa9,
,,,,,,,,,,,,,,,,,50003,,,0.0,,,2019-06-07 23:50:00.000,,2019-06-09 00:08:54.566,2019-06-09 00:08:54.566,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-06-08 08:10:00.000,16d5c3f3-2cb9-4c5b-87b2-56e7c838b301,
,,,,,,,,,,,,,,,,,50005,,,0.0,,,2019-06-09 21:20:00.000,,2019-06-10 11:54:34.963,2019-06-10 11:54:34.963,UTC+0300,lv82WtQZxZ,,com.sec.android.app.shealth,2019-06-10 05:40:00.000,84311c20-6fc0-4e92-a753-ae023b3dd596,
